Banco,Consulta,Media,Desvio
PostgreSQL,Q1,32.77163400009158,16.89395507887604
PostgreSQL,Q2,16.87240799983556,3.519833087240671
PostgreSQL,Q3,30.855148999689845,16.939473091071644
